0,Inf,1033.836455549034,2954.444649209536,Inf,570.7902406574216,Inf,5201.641564461793,927.6647918393261,Inf,3342.048582485577,2325.085478226011,865.695003536949,3861.907954178412,1813.467344412157,1873.573494536018,1494.316020720656,396.4883209310515,831.7123655921881,2840.925107236975,585.2688242568846,214.1105815412366,401.5051327501249,5067.913177001697,1024.673337441225,766.2359092001085,73.50936753447496,1174.017227350898,860.0910362155894,496.6494808454435,732.2808051397697,830.8140056855036,172.9064012670617,417.8872664161378,306.6311728158656,1317.125832572287,693.9574474840729,440.085813460774,3118.292495842344,634.9315638216503,316.6006209920302,2306.06466754372,2453.847874330903,873.0714186138249,634.4926577821858,1022.297346086828,1275.789108022258,1846.5947042738,582.3908638134129,440.8353793774742
Inf,0,846.4284213757076,2988.992710655602,1739.000199306329,586.6539264720953,556.8026676183443,4718.086913563307,992.3882615465408,Inf,3561.741490849608,2414.869256666956,1759.327686995686,3980.251968688814,699.6552901552968,1917.786590781497,1388.579463108539,1126.740967967077,234.0703611001804,2922.554802834932,501.2097831250158,1110.169416490118,629.4245838774775,Inf,225.3782897467973,1617.328049191755,1043.462546018704,2097.903852460454,1661.62204613951,695.1970770861949,Inf,594.3512032256149,1013.363321413104,1360.568050570236,1354.324896577325,1380.931758205357,1630.157240729014,794.1265304389683,2980.151554955517,1378.957344497069,1277.828482806475,1851.909500701212,2452.541981760996,201.0594298214862,1538.254168503876,500.0005587606614,1480.511484783079,2097.138206047655,Inf,527.1324898238394
1065.750947888834,Inf,0,3713.84837638318,2328.803406106534,1293.154002612836,922.5469259598287,5968.720489130306,1660.567238206717,917.3976853144532,4063.562648719103,Inf,1608.677317493223,Inf,1472.593328862465,2450.249097048552,2176.158190490048,1160.934985063107,775.2360114961436,3728.282980584765,646.4691152379354,1105.14609279124,Inf,5119.98140749404,573.2239655224836,1354.104719780914,1212.31269904063,2027.344178016565,1844.613320915899,552.1815534849354,988.8937451241114,359.179660669304,904.4706326411446,1250.952103493776,1263.653506123995,2281.214494978089,1498.790569446533,677.413303603137,3509.835925619823,1052.364766733991,1229.39311099547,2482.305924015602,3405.417710889786,983.2506779214749,1502.455352340703,361.0458609965534,2238.073735970335,2685.519517502563,908.672254063703,883.1730315987837
3093.118029487661,2721.323192280187,3738.9917338503,0,1386.044382692059,2593.298623100635,2926.249290583802,2167.596622970722,2188.788663536554,2756.88006161302,460.5559268653806,496.1452453656218,3554.567136867548,1621.80509333261,2481.373744013795,1155.689972502938,1436.761960820859,3256.548679377495,2891.388188269644,112.9017069902278,2828.523093618265,3122.987115996757,3038.144829390167,Inf,3006.668644014567,Inf,2948.485902854473,3091.911668288614,3142.566196346104,Inf,2867.899744424797,3071.701891226081,2818.731266810794,2958.683715677756,2866.391169983965,1482.027398807856,3001.554888580434,Inf,118.0988875992578,3248.666912131389,3152.288552268717,Inf,549.9042278815299,2676.664004085908,3579.535352556518,3176.50871707762,1723.22870335411,999.7291695613177,2798.257862103685,2638.809630819359
1547.83809451693,1609.12957579269,2530.78205857531,1509.11627820888,0,1071.186286578667,Inf,3437.752435308286,624.6915296002203,1348.368965918963,1939.571357091581,858.347778760448,2182.969745497268,2857.384377815933,1786.088239707251,246.6306393982178,75.61470979016779,1867.614568106121,1479.157982813332,1376.478918882238,1660.948530192403,1709.215546914454,1515.298504404177,5205.887318586878,1670.892682428813,2256.199833015108,1374.452385471959,1978.649815206509,1992.712685408283,1733.005246366175,Inf,1867.830916712441,1648.132249498261,1722.114411401378,1597.808951670975,254.0023696612752,1730.241278520768,1939.359347348132,1414.383517345342,1998.214719093779,1902.360176200758,2134.234673050493,833.4143859201706,1549.365436226085,2202.203980453766,1883.263151195636,330.8749360574755,356.1384016332016,1392.130033837373,1582.879669723833
541.9544892993954,603.5713329540915,1270.945772577653,2354.782294530617,1026.144961413837,0,204.1122242841684,4501.909658206553,436.0267111614085,401.6861028043949,3111.604686672433,2096.463115760035,1348.294259148236,3967.957672995778,1135.911559844035,1430.752176880653,1147.542686298151,930.1819494021688,509.9313713856092,2782.640719611477,499.427166941649,708.9490814246669,371.3838758778178,5086.4263410824,651.0445256324198,1366.201894912675,602.9901103932452,Inf,1360.563357591596,692.8132924675627,415.4656951968165,957.2974575500721,Inf,899.412515592907,856.0354871618147,886.7179023369466,Inf,700.8998229497947,2345.972952394706,Inf,807.9609326117028,1910.50203530988,2003.68993664306,378.6936924594497,1105.348034886619,841.8948931563016,Inf,1600.030548049021,208.0667065463503,394.5276715606008
459.8273050309621,581.1261663950927,1058.6948928723,2634.318713289817,1264.167467204797,Inf,0,Inf,717.3867723122662,300.6823428691179,Inf,2089.659213480645,Inf,4395.688345080479,1250.909925057566,1449.511535291638,1197.944016280034,723.005670267803,364.7287001375835,2648.970587382786,286.8150450065016,Inf,200.3451397334192,4859.778034350651,589.4160694892512,1172.599986946518,582.5827742051284,1540.993669279282,1213.04346406348,486.3564108485264,315.568360050025,675.8342619003936,459.9716805520233,831.9557571844175,770.5726818948666,1217.889740026798,1338.561882725692,509.7844323580499,2597.077677285456,980.1106122952862,876.964398604863,1950.593407744645,2453.433421464293,311.3142675450928,1037.994837491914,753.3157234572105,1208.357705847676,1672.304736965078,Inf,186.3730120468703
4815.335126510588,5330.783895135682,5322.427447572108,2153.88782774928,3612.119034862666,4600.470667014305,5372.184632904062,0,3998.065738161398,5173.963401847791,1719.014654860758,2445.463623616065,5299.200958076158,Inf,4530.428167804547,2988.865055633242,3876.299815148564,5671.431319137915,5566.579356419164,2060.131010746863,4964.235740157018,Inf,5427.498576090989,7086.374946033592,5695.252397193922,5968.506552301013,5346.520329552227,Inf,5645.80795166439,5629.031866245534,4970.238688583473,6006.546008920592,5447.073718212157,5279.365493705791,4868.761523040698,3811.94642939401,5638.91221808464,5397.163395230271,2083.427846164295,5692.475801879805,Inf,3598.062267482499,2917.016085558183,5275.436662038454,5418.595555948883,5421.798296460408,3501.856921444813,3168.056170754576,Inf,4813.037625337498
789.3161619021083,901.9897330153045,1795.072323083688,2139.049309234255,635.1848697001386,434.8521812813107,738.8417539885676,4598.177472787493,0,775.195870385181,2281.389244548418,1479.814950871115,1581.629495688659,3167.145776012218,1180.596807987369,937.8814702323617,655.0031943431143,1405.523876504493,992.3827811638016,Inf,918.7376704841159,1135.784432896241,795.0947938585763,5580.869805183366,1036.168128300851,1764.11112534994,908.5394019098745,1722.232214878056,1526.97381632077,1222.458423240871,810.008837282089,Inf,Inf,1221.41140254796,1097.734915591745,575.7919678770456,1527.136284575762,1303.451830807405,2222.387993038951,1559.850117610298,1279.900202713654,1846.727130641352,1605.365230620311,807.1992664980361,1440.048142916143,1251.966094316939,522.1137700376288,931.3032492605536,720.8824936568515,919.7776660262228
794.9219431056137,244.2613201475057,Inf,2964.827107812261,1463.853539780381,388.5041326785257,297.1260014126669,5215.893041103685,845.9431214021628,0,2961.62230469896,2568.621096471717,1620.249025808214,Inf,856.5085918377001,1737.882353722482,1437.374173003505,981.1902109932855,Inf,2933.963192891319,234.7601607191666,890.7178331687029,378.1125593281647,5887.093282843274,294.7508779515175,1276.869799075569,754.2017840008734,1703.940670029608,1681.167380296868,433.859513942786,59.75939492951065,594.1359650586754,Inf,1161.488519912043,1074.574306263612,1371.854146596058,1509.720671928964,574.9165755421365,3021.391674880163,1006.957764697903,1062.46925359373,1777.253040084159,2166.006598376877,70.29701061340546,1335.549400556721,483.3283944072454,1260.174145448956,1666.765441320938,156.7875991552506,308.6847143678103
